Previous Employer,Prev_Empl_Class
 Ivangel Sales And Services Deputed At Kotak Mahin,BANKING/BFSI
 Ivy furnishing,NON BANKING
 J M Dutt,NON BANKING
" J P Morgan Chase  Co,Altisource Business Solutions Pvt Ltd,Thomson Reuters International Services Pvt Ltd",NON BANKING
" J P Morgan,RISE INDIA FINANCIAL SERVICES ,SREI BNP PARIBAS,SREI BNP PARIBAS Srei Equipmen,Rise India Financial Services ,RISE INDIA FINANCIAL SERVICES ",BANKING/BFSI
 J R BHATT AND ASSOCIATES,NON BANKING
" J. P. Morgan Mumbai,3M India Limited,3M India Limited,CRISIL Research Mumbai Research,Cnergyis Infotech Pvt. Ltd.",NON BANKING
" J. P. Morgan Services India Private Limited,HDFC Bank Ltd,UTI Asset Management Company Ltd,Bajaj Capital Ltd",BANKING/BFSI
" JAGATJIT INDUSTRIES LIMITED,SABMILLER INDIA LTD.",NON BANKING
" Jagdamba Synthetic, Bhairwa, Nepal,Ambey Agro Industrial Pvt. Ltd",NON BANKING
 JAGRAN PRAKASHAN LTD,NON BANKING
 Jagran Prakashan Ltd.,NON BANKING
 Jagriti Micro Credit and Welfare Foundation,MICROING/BFSI
 JAIN HOUSING AND CONSTRUCTION LTD,NON BANKING
" Jain Motorcycle Company,Atmaram Enterprises,Sanskriti University",NON BANKING
" JAIN URBAN MULTISTATE COOP BAN,BHAVANI URBAN CO-OPERATIVE BAN,BHAVANI URBAN CO-OPERATIVE BAN",NON BANKING
 Jaiprakash Associates ltd,NON BANKING
" Jaiprakash Associates Ltd,HDFC BANK LTD,HDFC Bank Ltd,additional remarks recruiter  ",BANKING/BFSI
" JAIPUR METRO RAIL CORPORATION LTD,HDFC BANK AS A, JAIPUR MAIN BRANCH.",BANKING/BFSI
 JAKSON LTD,NON BANKING
 Jalpaiguri Central Cooperative Bank Ltd.,BANKING/BFSI
 Jan Chetna Sewa Samiti TI Project Firozabad,NON BANKING
 JAN RAKSHAK AGRO PRODUCER COMPANY LIMITED,NON BANKING
 Jana Lakshmi financial services,BANKING/BFSI
" Jana Seva Sahakari Bank (Boriv,HDFC Bank LTD",BANKING/BFSI
 JANA Small Finance Bank,BANKING/BFSI
 JANA SMALL FINANCE BANK LTD,BANKING/BFSI
 Janalakshmi Bank,BANKING/BFSI
 JANALAKSHMI FINANCIAL SERVICE,BANKING/BFSI
 janalakshmi financial services,BANKING/BFSI
 JANALAKSHMI FINANCIAL SERVICES (JANA SMALL FINANC,BANKING/BFSI
 JANALAKSHMI FINANCIAL SERVICES LTD,BANKING/BFSI
 Janalakshmi Financial Services Ltd.,BANKING/BFSI
" Janalakshmi Financial Services Ltd.,",BANKING/BFSI
 Janalakshmi Financial Services PVT LTD,BANKING/BFSI
 Janalakshmi Financial Services Pvt. Ltd,BANKING/BFSI
 JANALAKSHMI FINANCIAL SERVICES PVT. LTD.,BANKING/BFSI
 JANALAKSHMI FINANCIAL SERVICES(JANA SMALL FINANCE,BANKING/BFSI
 JANALAKSHMI FINANCIALS LTD,BANKING/BFSI
" JANATA CO OPERATIVE BANK LTD,AXIS BANK LTD,AXIS BANK LTD,HDFC BANK LTD",BANKING/BFSI
 Janave Electric Services,NON BANKING
 Janlakshmi financial services,BANKING/BFSI
" Janssen Pharmaceuticals, Johnson  Johnson Pvt. Lt",NON BANKING
 JASMIN ENTERPRISES,NON BANKING
" JB CORPORATION,K S MOTORS",NON BANKING
 JCB INDIA LTD AUTHORISED DEALER,NON BANKING
" JDA office,Adsys India,Raichur Thermal Power Station Shaktinagar,Tata Business Support Services Limited",NON BANKING
" Jet Air Pvt. Ltd.,HDFC Bank Chennai Banking,CITI Bank,Hongkong and Shangai Banking Corporation Ltd,HSBC BANK LIMITED",BANKING/BFSI
 JEWELERS ACCOUNTING SOFTWARE MANAG WITH BARCODE,NON BANKING
 Jharkhand Police (CCTNS PROJECT),NON BANKING
 Jhs and associates llp,NON BANKING
 JK Bank Ltd,BANKING/BFSI
 JK highcourt srinagar,NON BANKING
 JK Lakshmi Cement Ltd,NON BANKING
 JK Paper Mills limited,NON BANKING
 JKG Realtech Pvt Ltd,NON BANKING
" jkv multistate credit cooperat,SAMRUDDHA JEEVAN MULTISTATE MU",NON BANKING
" JL KHANNA CO,GARG MUKESH  CO",NON BANKING
 JLL,NON BANKING
 JLT INDEPENDENT INSURANCE BROKERS PVT LTD,NON BANKING
 jm financial,BANKING/BFSI
 JNU TECH INDIA,NON BANKING
" job SKS Micro finance Limited,Midland Microfin Ltd",BANKING/BFSI
 Johnson Control Hitachi Air Conditioning India Li,NON BANKING
 JOTHI,NON BANKING
 JOYALUKKAS INDIA PVT LTD,NON BANKING
" JP MORGAN  (Allocated franchise revenue reporting ,LEDURE LIGHTING LTD,JP Morgan,Former JP Morgan",BANKING/BFSI
 JP Morgan Chase Bank,BANKING/BFSI
 JP Morgan Singapore,BANKING/BFSI
 jp pharmacy,NON BANKING
" Jr. ADFC Pvt Ltd. (HDFC bank Ltd),INDUSIND BANK LTD",BANKING/BFSI
 JRV  Logistics,NON BANKING
" JS Capital,HDFC Bank",BANKING/BFSI
" JSS,Kotak Securities Ltd,HSBC India Ltd,Tata Interactive Solutions,, Rest,Max Life Insurance Co Ltd.,ICICI Prudential Life Insurance Co. Ltd",BANKING/BFSI
 Jsw cement ltd,NON BANKING
" july14 Reliance Life Insurance,PNB Met life India Insurance C",BANKING/BFSI
" Junior Acquisition Religare Securities Ltd,ACHIVEMENTS,CO EX HDFC Securities Ltd,ACHIVEMENT,(B.. M) HDFC Bank Ltd,ICICI Securities Ltd",BANKING/BFSI
" Just Dial Limited,18K. 50L",NON BANKING
" Jyothi Laboratories Ltd,HDFC BANK AS A E3",BANKING/BFSI
" JYOTI LTD,MUKUND  ROHIT, CHARTERED,From",NON BANKING
" K  A Securities Pvt Ltd,DHANLAXMI BANK.",BANKING/BFSI
" K Infotech Pvt Ltd.,HDFC Bank Ltd,Bharti Airtel Ltd",NON BANKING
 K S Motors,NON BANKING
 K SP PVT LTD,NON BANKING
" K T Patil Collge of MBA,Reliance life insurance,Bharti Axa Life insuarance,HDFC Bank",BANKING/BFSI
" K. AGRAWAL  COMPANY. (From),Anmol Biscuits Limited",NON BANKING
" K. LULLA  CO,ANOOP AGARWAL  CO,SEAC LTD",NON BANKING
 K3N LIFESTYLES,NON BANKING
 KABRA FORMS,NON BANKING
 KADAPA DIST COOP CENTRAL BANK LTD,BANKING/BFSI
 KAEFER INSULATION LLC (OMAN),NON BANKING
" KAL RADIO LTD,AXIS BANK LIMITED",BANKING/BFSI
" KALANI AND COMPANY,Bhandari Jaithlya  Company, Kota (Rajasthan)",NON BANKING
 Kaliana Farms,NON BANKING
 KALLAPPANNA AWADE ICHALKARANJI JANATA SAH BANK LTD,BANKING/BFSI
" Kalpataru Multiplier Ltd,Retail Branch Banking,HDFC Bank, Branch, Bhopal",BANKING/BFSI
" Kalptaru Buildtech Corporation Ltd,HDFC BANK BSM,Kalptru Buildtech Corporation Ltd.,Vrundavan Securities Ltd",NON BANKING
" Kalupur Commercial Co-operative Bank Ltd,THE KALUPUR COMM COOP BANK LTD",BANKING/BFSI
 Kalyan jewellers,NON BANKING
" Kamdhenu Ispat Ltd,HDFC BANK,Baroda Rajasthan Gramin Bank,State Bank Of India,Axis Bank Ltd",BANKING/BFSI
" KANACHUR WOOD INDUSTRIES,TATA AIA LIFE INSURANCE COMPANY LTD,9W cashier",BANKING/BFSI
 KANAKADURGA CHIT FUNDS PVT.LTD,NON BANKING
" Kanpur,Nakodar Punjab,HDFC BANK LTD,UNITED CO OPERATIVE BANK LTD",BANKING/BFSI
 KAPISH JEWELS,NON BANKING
 Karjee Eduventures pvt ltd.,NON BANKING
 Karl Mayer India Pvt. Ltd,NON BANKING
 KARNATAKA BANK,BANKING/BFSI
 Karnataka state beverages corporation ltd,NON BANKING
 Karur Vysya Bank,BANKING/BFSI
 KARUR VYSYA BANK LIMITED,BANKING/BFSI
" KARVY COMPUTER SHARE PVT LTD,HDFC ABNK LTD,Shriram Chits Pvt Ltd",BANKING/BFSI
" Karvy Computer Share pvt. Ltd,Angel Broking Pvt. Ltd",BANKING/BFSI
 Karvy Computershare Pvt Ltd,BANKING/BFSI
" Karvy Computershare Pvt Ltd,FinEdge Advisory Private Limited,Kotak Mahindra Bank Limited,FinEdge Advisory Private Limited",BANKING/BFSI
 Karvy Comtrade Ltd,NON BANKING
" KARVY DATA MANAGMENT SERVICES ,ADARSH CREDIT COOPERATIVE SOCI",BANKING/BFSI
 karvy finace ltd.,BANKING/BFSI
 Karvy Financial Services Limited,BANKING/BFSI
 Karvy Financial Services Ltd,BANKING/BFSI
" Karvy Financial services ltd,HDB Financial Services Ltd",BANKING/BFSI
 KARVY INSURANCE REPOSITORY LTD,BANKING/BFSI
" KARVY Stock Broking Limited,India Infoline Limited",BANKING/BFSI
" KARVY Stock Broking Ltd.,Equitas Small Finance Bank Kal,Elves Technology",BANKING/BFSI
" KARVY,BAJAJ CAPITAL (i. c),karvy insurance broking ltd,BAJAJ CAPITAL Insurance Broking ltd.,Pnb metlife Indisurance company ltd",BANKING/BFSI
" KARVYComputer Share Pvt. Ltd.,Reliance Life Insurance Pvt Ltd,SHREE maheshweram (pr),Emirates India International Exchange. (Pr) C O TE",BANKING/BFSI
 kashipur urban co-op bank ltd,BANKING/BFSI
" kdk software I pvt Ltd,Attended Stone Mart International,Muthoot Fincorp Ltd,Zenfotech Jaipur (Tata Motors) Siebel ON ROLL,NREGA (National Rural Guarantee Act)",NON BANKING
" Keloid Hyderabad Mass Rapid Tr,Suncorp Lifestyles Ltd",NON BANKING
 kent ro system ltd,NON BANKING
 KERALA STATE CO-OPERATIVE CONS,NON BANKING
" KewalKiran Clothing Ltd.,Ge Capital Tfs Ltd.,Axis Bank Ltd.",BANKING/BFSI
" KGK Group,Ibis Infratech Pvt Ltd,Gupta Trademart Pvt Ltd",NON BANKING
 KIFS Trade capital Pvt. Lmt.,NON BANKING
 kim future vision services ltd.,NON BANKING
 Kimaya Infotech,NON BANKING
" Kinetic Marketing amp; Service Ltd,MONEYLINE CREDIT LTD,Tata Aig Life Insurance Company Limited,CitiFinancial Consumer Finance India Ltd,HDFC",BANKING/BFSI
" Kingfisher Airlines Ltd,HDFC Bank,9L 53K",BANKING/BFSI
" Kirloskar Brothers Ltd,HDFC Bank Ltd,Kotak Mahindra Bank Ltd,HDFC Bank Ltd",BANKING/BFSI
 Kisan buggi Udyog,NON BANKING
 Kitex Ltd,NON BANKING
 Kittur Rani Channamma Urban Credit Souhardh Sahak,BANKING/BFSI
 KLM AXIVA FINVEST LTD,NON BANKING
 KMB,NON BANKING
" Knight Frank Property Services, Working site - Sh",NON BANKING
 K-Nine Spares Private Limited,NON BANKING
" kolhapur oxygen and acetylene ,icici prudential life insuranc",BANKING/BFSI
 KONAR ENGINEERING SERVICES PVT LTD,NON BANKING
" KONE Elevators India Pvt. Ltd,VAS,Hardware Zone,HDFC BANK LTD,HDFC BANK LTD,HDFC Bank",BANKING/BFSI
" KORAPUT CENTRAL COOPERATIVE BANK LTD., JEYPORE",BANKING/BFSI
 KOSAMATTAM FINANCE LTD,BANKING/BFSI
" Kosamattam finance ltd,Joseph and company,kosamattam finance ltd",BANKING/BFSI
 KOTAK,BANKING/BFSI
 KOTAK  MAHINDRA BANK,BANKING/BFSI
 Kotak bank,BANKING/BFSI
 Kotak Bank Ltd,BANKING/BFSI
" KOTAK BANK LTD,YES BANK LTD,YES BANK LTD",BANKING/BFSI
" KOTAK bank,HDFC Bank,Banking,HDFC Bank From. OFF ROLL..,Kotak Bank From..",BANKING/BFSI
 Kotak life insurance,BANKING/BFSI
" Kotak Life Insurance Co Ltd.,Max New York Life Insurance Co. Ltd.,Max Life Insurance Co Ltd.,ICICI Prudential Life Insurance Co Ltd,I completed on YTD targets in Reliance Life.,Reliance Life Insurance Co Ltd.",BANKING/BFSI
 Kotak Life Insurance Old Mutual Life Ltd,BANKING/BFSI
" KOTAK Life Insurance,HDFC BANK LTD",BANKING/BFSI
" KOTAK LIFE INSURANCE,HSBC DIRECT INVESTMENT,Kotak mahindra bank limited",BANKING/BFSI
" KOTAK MAHENDRA BANK,YES BANK LTD",BANKING/BFSI
" Kotak Mahindara Bank,Axis Bank,ING VYSYA BANK",BANKING/BFSI
" kotak mahindera bank ltd,indusind bank ltd.",BANKING/BFSI
 Kotak Mahindra,BANKING/BFSI
 KOTAK MAHINDRA ASEET MANAGEMENT COMPANY LTD,BANKING/BFSI
" Kotak Mahindra Assets Management Co. Ltd,Bhavishya Real Home  Credit Co,Lubry India Oils,Reliance Capital Assets Management Limited,AU HOUSING FINANCE LTD,UCO Bank",BANKING/BFSI
 Kotak Mahindra bank,BANKING/BFSI
 KOTAK MAHINDRA BANK - IVANGEL SALES  SERVICES PVT,BANKING/BFSI
" KOTAK MAHINDRA BANK (Asst.)),Patni Computers Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK (M2),asJunior MUTHOOT FINANCE K. r pet mandya year",BANKING/BFSI
" Kotak Mahindra Bank (ON ROLL),Serco Global Services. YEARS OF TOTAL (ON ROLL)",BANKING/BFSI
 kotak mahindra bank (resignation),BANKING/BFSI
 Kotak Mahindra Bank (since..),BANKING/BFSI
" KOTAK MAHINDRA BANK Assistant,I. B. P. SBANK (KANDIVALI)",BANKING/BFSI
" Kotak Mahindra Bank Davangere Branch,Axis Bank Ltd.,B. COM FT",BANKING/BFSI
" Kotak Mahindra Bank Dhantoli Branch Nagpur.,Axis Bank Ltd,Equitas Small Finance bank Ltd,Save Fuel Company",BANKING/BFSI
" Kotak Mahindra bank Kurnool,TNS Pvt Ltd",BANKING/BFSI
 Kotak mahindra bank limited,BANKING/BFSI
" Kotak Mahindra Bank Limited,AXIS Bank Limited,Indusind Bank Limited",BANKING/BFSI
" Kotak Mahindra Bank Limited,Equitas Finance Pvt. Ltd,Magma Fincorp LTD",BANKING/BFSI
" Kotak Mahindra Bank Limited,IndusInd Bank Limited",BANKING/BFSI
 Kotak Mahindra Bank linited,BANKING/BFSI
 Kotak Mahindra bank Ltd,BANKING/BFSI
" KOTAK MAHINDRA BANK Ltd,ASSOCIATES (. 1YR),HDFC BANK Ltd,UAE Exchange Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,Aviva Life Insurance,Aviva Life Insurance,RaTNAKAR",BANKING/BFSI
" Kotak Mahindra Bank Ltd,AXIS BANK",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,Axis Bank Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,AXIS BANK LTD,(COLOUR DREAM PAINTINGS).",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Axis Bank Ltd,Janalakshmi finacial Serivices Ltd,INDUSIND BANK ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,Bank Ltd As Outsced through TM Consulting services,Bank Ltd As Outsced through TM Consulting services,M/S Parti Sai Contractors PvtLtd,SHARMA SPORTS, Vijayawada",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Bank Ltd,HDFC Bank Ltd,Indus ind Bank Ltd,First Step Services Private Limited",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,Best Top Branch Trichy Territory,ATM (Asst.),BM,BDM",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Bma Wealth Creator Limited",BANKING/BFSI
" Kotak Mahindra Bank Ltd,CITI BANK (Jaipur) w. e. f.,HDFC Bank Ltd",BANKING/BFSI
" Kotak Mahindra Bank LTD,DCB Bank,YES Bank Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,HDFC BANK (YEAR)",BANKING/BFSI
" Kotak Mahindra Bank Ltd,HDFC Bank Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,HDFC BANK LTD,Bharti Airtel Telemedia Services Ltd,Kotak Mahindra Bank,HDFC BANK",BANKING/BFSI
" Kotak Mahindra Bank Ltd,HDFC Bank Ltd,GENO PHARMACEUTICALS LTD,SEISTA PHARMACEUTICALS PVT. LTD,Axis Bank Ltd",BANKING/BFSI
" Kotak Mahindra Bank Ltd,HDFC Bank Ltd,Life Care (I) Pvt Ltd,Shriram City Union Finance Ltd,Fullerton India Credit Company Ltd,Cooptions Corporation Ltd,Banker",BANKING/BFSI
" Kotak Mahindra Bank Ltd,HDFC Bank Ltd.,BhaichandHirachandRaisoni Multi State Co op Bank L",BANKING/BFSI
" KOTAK MAHINDRA Bank ltd,HDFC LIFE,HDFC LIFE, Perambalur,  Ariyalur, (TRICHY)",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD,ICICI Bank Ltd,inception of erstwhile Kotak Mahindra Finance Limi",BANKING/BFSI
" Kotak Mahindra Bank Ltd,India Infoline Finance Ltd",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Induind Bank Ltd,HBL Global Ltd  HDFC Bank Ltd,Yes Bank Ltd,additional remarks recruiter  EQUITAS BANK,Yes Bank Ltd",BANKING/BFSI
" Kotak Mahindra Bank Ltd,ING Vysya Bank Ltd",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Invest care Pvt. Ltd,Kotak Securities Ltd",BANKING/BFSI
" Kotak mahindra bank ltd,Iprocess services India Pvt lt,Ram paper corporation",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Manger (Group Relationship),Activation",BANKING/BFSI
" Kotak Mahindra Bank Ltd,Shoppers Stop Ltd",BANKING/BFSI
 KOTAK MAHINDRA BANK LTD.,BANKING/BFSI
" Kotak Mahindra Bank Ltd.,Axis Bank Ltd,HDFC Bank Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK LTD.,MOHALI.",BANKING/BFSI
" kotak mahindra bank on roll,Standard Bank Hyderabad ON ROLL",BANKING/BFSI
" Kotak Mahindra Bank Parel Branch PAM (.),Receive Top award India,Fedreal Bank Mumabi Fort Branch Banking,AXIS BANK Parel Branch Mumbai asDev..",BANKING/BFSI
 KOTAK MAHINDRA BANK SERVICE DELIVERY,BANKING/BFSI
" KOTAK MAHINDRA BANK, AMRITSAR,banking. Of HDFC Bank.,VKC Credit  Forex Services (p) Ltd",BANKING/BFSI
" Kotak Mahindra Bank, Chandigarh,KOTAK MAHINDRA BANK LTD ON ROLL. 10YRS,Haryana State Industrial and Infrastructure Develo,Punjab National Bank, Jammu Summer Intern.",BANKING/BFSI
" Kotak Mahindra Bank, Chandni Chowk Branch Operatio,Branch CASA YTD targets HDFC BANK,Axis Bank, Delhi,HDFC BANK LTD,HDFC Bank, Delhi,Kotak Mahindra Bank,HDFC BANK",BANKING/BFSI
" Kotak Mahindra Bank, New Delhi,Axis Bank, New Delhi,HDFC Bank, New Delhi",BANKING/BFSI
" Kotak Mahindra Bank, Visakhapatanam,Kotak Mahindra Bank, Acquisition Visakhapatanam. O,Sri Lakshmi Agency, Collection Anakapalle,HDCBank Ltd",BANKING/BFSI
" Kotak Mahindra Bank,ADFC",BANKING/BFSI
" kotak mahindra bank,axis bank",BANKING/BFSI
" Kotak Mahindra Bank,AXIS BANK LTD",BANKING/BFSI
" Kotak Mahindra Bank,Axis Bank Ltd,Kotak Mahindra Bank",BANKING/BFSI
" Kotak Mahindra bank,Axis bank,HDFC Bank",BANKING/BFSI
" kotak mahindra bank,HDFC Bank",BANKING/BFSI
" Kotak Mahindra Bank,HDFC Bank LTD",BANKING/BFSI
" Kotak Mahindra Bank,HDFC Bank Ltd,Bajaj Capital Limited",BANKING/BFSI
" Kotak mahindra bank,HDFC BANK LTD,YRS,HDFC BANK LTD,Banker HDFC BANK LTD",BANKING/BFSI
" KOTAK MAHINDRA BANK,HDFC Bank,IDBI BANK,royal bank scotland nv",BANKING/BFSI
" KOTAK MAHINDRA BANK,HDFC STANDARD LIFE INSURANCE,ICICI SECURITITES LTD,HDFC BANK,YES BANK",BANKING/BFSI
" KOTAK MAHINDRA BANK,HSBC Bank",BANKING/BFSI
" Kotak Mahindra Bank,ICICI Bank Ltd,Reliance Infostream Pvt. Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK,ICICI SECURITIES LTD",BANKING/BFSI
" Kotak mahindra bank,Indiabulls",BANKING/BFSI
" Kotak Mahindra Bank,Indusind bank",BANKING/BFSI
" Kotak Mahindra Bank,IndusInd Bank,HDFC BANK LTD",BANKING/BFSI
" KOTAK MAHINDRA BANK,Ing Vysya bank now Kotak Mahindra bank ltd,Axis bank ltd",BANKING/BFSI
" Kotak mahindra bank,KOTAK MAHINDRA BANK LTD.",BANKING/BFSI
" Kotak Mahindra Bank,Kripa Trading Company",BANKING/BFSI
" Kotak Mahindra Bank,Manappuram Jewellers Ltd,Manappuram Finance Ltd,kotak mahindra bank ltd,kotak mahindra bank ltd,MANAPPURA GROUP OF COMPANIES,Manappuram group of companies",BANKING/BFSI
" kotak mahindra bank,standard chartered bank,kmb",BANKING/BFSI
" Kotak Mahindra Bank,TATA AIG LIFE INSURANCE, JODHPUR,TATA CAPITAL LTD,Accurate Powertech India Pvt. Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK,Yes Bank Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK,yES,HDFC Bank Ltd",BANKING/BFSI
" KOTAK MAHINDRA BANK.,BHARTI AXA GIC. LTD,AXIS BANK LTD,YES BANK LTD",BANKING/BFSI
 Kotak Mahindra Life Insurance,BANKING/BFSI
 Kotak Mahindra Life Insurance Ltd,BANKING/BFSI
 Kotak Mahindra Old Mutual Life Insurance,BANKING/BFSI
" Kotak Mahindra Old Mutual Life Insurance Limited,Premium Banking,Banking,Teller Branch Banking,Card  Merchant Services,HDFC Bank Ltd,NRI Services",BANKING/BFSI
 Kotak Mahindra Bank Ltd,BANKING/BFSI
" KOTAK Old Mutual Life Ins Co Ltd,SUMUL DAIRY,Tata AIA Life Insurnace,ICICI Prudential Life Insurance Co Ltd",BANKING/BFSI
 KOTAK SECURITIES,BANKING/BFSI
" Kotak Securities ,Hdfc Securities",BANKING/BFSI
" kotak securities f,From,HDFC Bank Ltd,HDFC Bank Ltd,kotak securities,From,HDFC Bank Ltd,HDFC Bank Ltd,HDFC BANK LTD",BANKING/BFSI
 KOTAK SECURITIES LTD,BANKING/BFSI
" Kotak Securities Ltd,2—10.,india infoline,icici securities ltd,kotak mahindra bank ltd,ITI FINANCIAL SERVICES LTD",BANKING/BFSI
" Kotak Securities Ltd,Finlandar Capital Pvt Ltd,Brij Exports Pvt Ltd,IndusInd Bank Ltd,Yes Bank Ltd",BANKING/BFSI
" Kotak Securities Ltd,IndusInd Bank Ltd,Reliance Capital Asset Management Ltd,Bajaj Allianze General Insurance Company Ltd,HDFC Bank Ltd",BANKING/BFSI
" KOTAK SECURITIES LTD,KEYNOTE CAPITALS LTD,client. ?,ICICI SECURITIES LTD",BANKING/BFSI
" Kotak Securities Ltd,Religare Securities Ltd,Dass Electric Trading Pvt Ltd",BANKING/BFSI
" kotak securities Ltd,Religare Securities Ltd,INDUSIND BANK LTD",BANKING/BFSI
" KOTAK SECURITIES,IDBI BANK RANCHI",BANKING/BFSI
" KOTAK SECURITIES,INDUSIND BANK",BANKING/BFSI
" Kotak Securities ltd,Religare securities ltd,INDIA INFOLINE LTD",BANKING/BFSI
" Kotak,Kotak Mahindra Bank",BANKING/BFSI
" KOTAK,KOTAK MAHINDRA BANK LTD",BANKING/BFSI
 kothari xars pvt ltd,NON BANKING
" KOTK MAHINDRA BANK LTD,HDFC BANK LTD",BANKING/BFSI
 KPMG,NON BANKING
" Krishna Cattle Feed plant ltd,Krishna Cattle Feed plant ltd,SBI LIFE INSURANCE CO LTD",NON BANKING
" Krishna Estate,Omaxe Ltd",NON BANKING
 Krishna Machinary,NON BANKING
 KRUNAL ASSOCIATES,NON BANKING
 Krystal integrated Services Pvt. Ltd,NON BANKING
" Kun Hyundai Pvt. Ltd,ICICI Securities Ltd.,LIC HFL Financial Services Ltd",BANKING/BFSI
" KUNVARJI FINSTOCK PVT LTD,RELIGARE SECURITIES LTD,HDFC SECURITIES LTD",BANKING/BFSI
" Kuoni Travel India Pvt ltd,Foreign Exchange individuals, ,asBANKER HDFC BANK,asManger,  in Indusind Bank.,asBranch Manger Branch in Indu",BANKING/BFSI
" kv. ahmednagar,Purchasing,Bajaj Allianz Life. Co. Ltd",BANKING/BFSI
 KVB,BANKING/BFSI
" KYC, AML, Retail Banking operation, Risk Managemen,APGENCO (KTPS V STAGE, Palvoncha)",BANKING/BFSI
 L  T finance LTD,BANKING/BFSI
" L  T Finance Ltd,MENON AUTOMOBILES",BANKING/BFSI
" L and T Finance Limited,Au Financiers India Pvt Ltd,SREI Equipment Finance Limited,International Tractors Limited,SREI Equipment Fin Ltd,HDB Financial Services Ltd",BANKING/BFSI
 L AND T Finance LTD,BANKING/BFSI
 L I C OF INDIA PREMIUME POINT,NON BANKING
 lacks,NON BANKING
" lacs,Axis Bank Ltd,India Infoline  Kotak Securities Ltd",BANKING/BFSI
" lak thousand,TATA INDICOM (TTML).,SBI Life INSURANCE",BANKING/BFSI
 LAKSHMI CERAMICS,NON BANKING
 Lakshmi Vilas Bank,BANKING/BFSI
" Lakshmi vilas bank ltd,Kotak. Mahindra bank ltd,Hdfc bank",BANKING/BFSI
 LARSEN  TOUBRO FINANCIAL SERVICES,BANKING/BFSI
 LARSEN  TOUBRO LIMITED,NON BANKING
" Latur Urban Co Op. Bank Ltd,P. Sadashivrao Patil  Com (C. A) Praveen Patil (B.,HDFC BANK LTD",BANKING/BFSI
 layaway depot,NON BANKING
 LAYAWAYDEPOTAUCKLANDNZJUNE2017 NOW BASED AT JALAN,NON BANKING
" LEA Associates South Asia Pvt Limited,Larsen  Toubro Limited",NON BANKING
" Leader Delhi,Aviva Life Insurance,ING VYSYA LTD,VODAFONE DIGILINK LTD",BANKING/BFSI
" Leader Reliance Securities (Jammu),HDFC Bank (Gurdaspur),Bancassurance SBI life Insurance (Jalandhar),Yes Bank Limited,Bancassurance ICICI Prudential Life Insurance Comp",BANKING/BFSI
" Leader,Junior,Lakshmi Vilas Bank Ltd,Junior,Operations,Axis Bank Ltd,M/s. Fitzone,Federal Bank Limited",BANKING/BFSI
" Lexus Properties pvt ltd,HDFC BANK LTD",BANKING/BFSI
 LG Brand Shop,NON BANKING
" LG India,HDFC PVT. LTD.,HDFC PVT. LTD,Crompton Greaves Ltd,OCCTAGON MEDIA NETWORKS",NON BANKING
" Liabilities SME advances Retail advances etc.,Fatehpur Branch,at Jalaun Branch,Financing Retail Trade Small Agri and Priority adv",UNKNOWN
 LIC,BANKING/BFSI
 LIC HOUSING FINANCE LIMITED,BANKING/BFSI
 LIC INSURANCE ADVISOR,BANKING/BFSI
 LIC NOMURA MF AMC LTD,BANKING/BFSI
 LIC OF INDIA,BANKING/BFSI
" LIC OF INDIA,Aviva Life Insurance co. Ltd,MAX LIFE INDURANCE CO. LTD,HDFC BANK LTD",BANKING/BFSI
" Life Insurance Corporation Of ,Pratapgarh Dist,IndiaFirst Life Insurance Comp,PNB Metlife Insurance Ltd",BANKING/BFSI
 LIFE INSURANCE CORPORATION OF INDIA,BANKING/BFSI
" Life Insurance Corporation of India,Bajaj Allianz Life Insurance Co. Ltd,ICICI Securities Ltd,Apollo Munich Health Insurance",BANKING/BFSI
 LIFE SURGICAL,NON BANKING
 LINDE INDIA LIMITED,NON BANKING
 Link Engineers pvt ltd,NON BANKING
" LKP Shares,Time Securities Ltd,HDFC Securities Ltd,ANAND RATHI",BANKING/BFSI
 LNIMPEX INTERNATIONAL PVT LTD,NON BANKING
" LnT Investment Management Ltd,Faiwealth Commodity Broking Pv,HDFC Securities Ltd,HDFC Securities Ltd,Deutsche Bank AG",BANKING/BFSI
 localcube commerce pvt ltd,NON BANKING
 Location Agra,UNKNOWN
